x,y,z,interval_no,runtype,packet_no
0.533522, -0.00017, 0.170605, 1 
0.7948489, -0.424668, 0.241143, 1 
0.9335669, -0.18649, 0.270475, 1 
0.64975, -0.058116, 0.422957, 1 
0.692552, -0.068478, 0.361495, 1 
0.67658997, 0.218813, 0.378189, 1 
0.54753494, 0.173177, 0.336742, 1 
0.449278, 0.251357, 0.304129, 1 
0.33817792, 0.253591, 0.337564, 1 
0.28628993, 0.097812, 0.2854, 1 
0.31674695, -0.032761, 0.28974, 1 
0.26991093, -0.157056, 0.344524, 1 
0.03800094, -0.225169, 0.325737, 1 
-0.22636807, -0.327757, 0.253495, 1 
-0.35329306, -0.400015, 0.201654, 1 
-0.5228171, -0.421863, 0.111119, 1 
-0.7138461, -0.435356, -0.081518, 1 
-0.93739504, -0.37649, -0.164162, 1 
-1.160771, -0.207903, -0.224433, 1 
-1.338624, 0.010958, -0.276203, 1 
-1.535573, 0.191597, -0.305245, 1 
-1.747845, 0.246204, -0.321918, 1 
-1.8514041, 0.225348, -0.35048, 1 
-1.789571, 0.259824, -0.333136, 1 
-1.560766, 0.222988, -0.294691, 1 
-1.4059491, 0.13163, -0.28611, 1 
-1.258419, 0.068789, -0.385085, 1 
-0.7896811, -0.138204, -0.85798, 1 
0.023653984, -0.408173, -1.615882, 1 
-0.35963506, -0.558758, -1.345995, 1 
-0.78835803, 0.705645, -0.189614, 1 
-0.37413907, 0.935297, -0.223749, 1 
2.981432, 0.440708, 0.392028, 1 
6.181092, -0.72936, 3.430807, 1 
1.972777, -1.062545, 0.627299, 1 
-0.34124506, -0.236434, -0.837275, 1 
-0.27121603, 0.124111, -0.009746, 1 
1.641142, 0.489981, -0.142036, 1 
1.1577989, 0.381186, 0.18207, 1 
0.6226679, 0.252428, 0.132621, 1 
0.92070794, 0.278207, 0.012389, 1 
0.9028599, 0.017394, 0.268884, 1 
0.820745, -0.116421, 0.382473, 1 
0.780774, -0.166105, 0.343202, 1 
0.548769, -0.19986, 0.333848, 1 
0.337695, -0.261208, 0.340639, 1 
0.34665, -0.241431, 0.368042, 1 
0.26467597, -0.088112, 0.364583, 1 
0.17892992, 0.10152, 0.405879, 1 
0.047366977, 0.24606, 0.35364, 1 
-0.06968802, 0.374897, 0.289125, 1 
-0.17710406, 0.398806, 0.232229, 1 
-0.31619203, 0.412238, 0.279429, 1 
-0.63528806, 0.346854, 0.197335, 1 
-0.82481706, 0.323521, 0.127172, 1 
-0.98561305, 0.266245, -0.040865, 1 
-1.1363901, 0.157038, -0.178314, 1 
-1.3105111, 0.010131, -0.217113, 1 
-1.5195861, -0.21215, -0.333896, 1 
-1.516793, -0.431405, -0.32505, 1 
-1.5973601, -0.425143, -0.444848, 1 
-1.6683371, -0.367838, -0.414676, 1 
-1.692879, -0.378031, -0.30156, 1 
-1.570044, -0.264485, -0.190283, 1 
-1.273975, -0.119885, -0.181386, 1 
-0.8817841, 0.093122, -0.5358, 1 
-0.08334404, 0.337843, -1.718732, 1 
-0.115189075, 0.531262, -1.390946, 1 
-0.44171703, -0.041146, -0.493073, 1 
-0.45549303, -0.903719, -0.318321, 1 
1.3919379, -1.208563, -0.1091, 1 
3.715002, -0.057727, 1.714896, 1 
4.7299237, 1.88764, 1.25517, 1 
0.620667, 0.76837, -0.86047, 1 
-0.042846024, 0.258495, 0.082519, 1 
1.069173, -0.46091, -0.282248, 1 
1.0058969, -0.115692, 0.08957, 1 
0.62130296, -0.334311, 0.104429, 1 
0.74693, -0.160052, 0.09399, 1 
0.876194, -0.1837, 0.308028, 1 
0.8485279, -0.024139, 0.465275, 1 
0.7921419, 0.174841, 0.424469, 1 
0.74830997, 0.308791, 0.395601, 1 
0.5445299, 0.278914, 0.337045, 1 
0.38266397, 0.263447, 0.316224, 1 
0.317034, 0.158453, 0.283177, 1 
0.29982495, 0.112911, 0.317775, 1 
0.30631793, -0.110107, 0.258188, 1 
0.22454596, -0.265695, 0.269212, 1 
-0.048177063, -0.274822, 0.223335, 1 
-0.26639807, -0.305343, 0.277035, 1 
-0.45108205, -0.299824, 0.16623, 1 
-0.55936205, -0.250788, 0.137544, 1 
-0.782459, -0.249146, -0.026966, 1 
-1.013852, -0.25162, -0.120395, 1 
-1.274036, -0.177652, -0.195007, 1 
-1.4549531, -0.035039, -0.112565, 1 
-1.574928, 0.066116, -0.2219, 1 
-1.700876, 0.168047, -0.331367, 1 
-1.831307, 0.154823, -0.420664, 1 
-1.8428631, 0.159071, -0.361368, 1 
-1.666486, 0.157337, -0.247552, 1 
-1.5172181, 0.048074, -0.149953, 1 
-1.2935131, -0.07069, -0.292942, 1 
-0.80794406, -0.254145, -0.777964, 1 
-0.19220507, -0.363616, -1.451443, 1 
-0.014510989, -0.241015, -1.664572, 1 
-0.75716805, 0.164238, -0.419696, 1 
-0.70673704, 0.885845, -0.152428, 1 
1.449809, 0.236234, -0.500114, 1 
4.2458277, -0.728278, 3.157913, 1 
3.90837, -0.525139, 1.618549, 1 
0.14288592, -0.105713, -1.343305, 1 
-0.658375, 0.234751, 0.035792, 1 
1.0884238, 0.788544, -0.2477, 1 
1.6936558, 0.608636, 0.254332, 1 
0.661273, 0.3781, 0.07733, 1 
0.67293894, 0.399371, 0.071063, 1 
