x,y,z,interval_no,pause/unpause,data_sample_no,packet_no,App_Interval_no,RunType
4.897461, 0.2265625, 1.8022461,1,0,237,2,1,1 
5.892578, -0.46044922, 1.4135742,1,0,238,2,1,1 
5.4023438, -1.3696289, 1.2001953,1,0,239,2,1,1 
4.845215, -1.3266602, 1.1870117,1,0,240,2,1,1 
4.61084, -1.2124023, 0.8203125,1,0,241,2,1,1 
4.385254, -0.6669922, 0.68603516,1,0,242,2,1,1 
4.38916, -0.21435547, 0.16699219,1,0,243,3,1,1 
3.4594727, 0.10644531, 0.73535156,1,0,244,3,1,1 
3.065918, -0.0063476562, 0.80908203,1,0,245,3,1,1 
2.6401367, -0.2133789, 1.1230469,1,0,246,3,1,1 
2.444336, -0.19384766, 1.0336914,1,0,247,3,1,1 
2.2265625, 0.5649414, 0.80078125,1,0,248,3,1,1 
1.6367188, 0.6347656, 0.5102539,1,0,249,3,1,1 
0.016601562, 0.2397461, 1.6625977,1,0,250,3,1,1 
-1.0336914, -0.42285156, 1.46875,1,0,251,3,1,1 
-1.1386719, 0.22949219, 1.8623047,1,0,252,3,1,1 
-0.7426758, -0.3725586, 1.0429688,1,0,253,3,1,1 
-1.1049805, 0.82470703, 1.3085938,1,0,254,3,1,1 
-1.1635742, 0.6123047, 0.7446289,1,0,1,3,1,1 
-0.77490234, 0.35205078, 0.62646484,1,0,2,3,1,1 
-0.6586914, 0.37451172, 0.6455078,1,0,3,3,1,1 
-0.54345703, 0.20019531, 0.5175781,1,0,4,3,1,1 
-0.44189453, -0.09765625, 0.5073242,1,0,5,3,1,1 
-0.25732422, -0.35888672, 0.5205078,1,0,6,3,1,1 
0.111328125, -0.4091797, 0.7441406,1,0,7,4,1,1 
0.5307617, -0.3779297, 0.95947266,1,0,8,4,1,1 
0.46289062, -0.58935547, 0.93359375,1,0,9,4,1,1 
0.48535156, -0.5756836, 0.9975586,1,0,10,4,1,1 
0.5205078, -0.53808594, 1.03125,1,0,11,4,1,1 
0.50341797, -0.4711914, 1.1508789,1,0,12,4,1,1 
0.51220703, -0.41845703, 1.1875,1,0,13,4,1,1 
0.40039062, -0.4326172, 1.2587891,1,0,14,4,1,1 
0.27783203, -0.3491211, 1.2836914,1,0,15,4,1,1 
0.17773438, -0.22607422, 1.246582,1,0,16,4,1,1 
0.14550781, -0.18945312, 2.8520508,1,0,17,4,1,1 
0.4560547, -1.3798828, 5.939453,1,0,18,4,1,1 
0.85058594, -2.7172852, 9.791504,1,0,19,4,1,1 
1.456543, 8.964355, 2.246582,1,0,20,4,1,1 
6.426758, 7.008301, -1.5214844,1,0,21,4,1,1 
5.944336, 2.4990234, 1.7553711,1,0,22,4,1,1 
7.055176, -0.88720703, 3.286621,1,0,23,4,1,1 
8.645508, -6.4609375, 2.1879883,1,0,24,4,1,1 
5.3916016, -3.8603516, 1.8588867,1,0,25,5,1,1 
3.9804688, -0.3955078, 2.2490234,1,0,26,5,1,1 
4.5371094, 0.9580078, 1.8232422,1,0,27,5,1,1 
5.3188477, 2.100586, 1.2250977,1,0,28,5,1,1 
4.791504, 1.6347656, 1.1376953,1,0,29,5,1,1 
3.7104492, 1.0756836, 1.6342773,1,0,30,5,1,1 
3.6499023, 0.52685547, 1.3198242,1,0,31,5,1,1 
3.817871, -0.104003906, 0.93652344,1,0,32,5,1,1 
3.2651367, -0.20019531, 1.2358398,1,0,33,5,1,1 
3.5717773, -0.29345703, 0.7163086,1,0,34,5,1,1 
3.4648438, -0.10644531, 0.71972656,1,0,35,5,1,1 
3.3623047, -0.38867188, 0.57177734,1,0,36,5,1,1 
3.0029297, -0.9316406, 0.359375,1,0,37,5,1,1 
2.2905273, -0.9658203, 0.85595703,1,0,38,5,1,1 
0.6538086, -0.29003906, 1.8071289,1,0,39,5,1,1 
0.23339844, -0.8544922, 1.6269531,1,0,40,5,1,1 
-0.6816406, -0.67578125, 1.1533203,1,0,41,5,1,1 
-0.5234375, 0.5473633, 2.0063477,1,0,42,5,1,1 
-0.7836914, -0.17382812, 1.1787109,1,0,43,6,1,1 
-0.7631836, -0.122558594, 1.2070312,1,0,44,6,1,1 
-0.85595703, -0.07373047, 1.2734375,1,0,45,6,1,1 
-0.82666016, 0.041992188, 1.3320312,1,0,46,6,1,1 
-0.9482422, 0.14697266, 1.203125,1,0,47,6,1,1 
-0.8173828, 0.104003906, 0.86328125,1,0,48,6,1,1 
-0.61035156, 0.5605469, 1.0249023,1,0,49,6,1,1 
0.21728516, 0.091308594, 0.6303711,1,0,50,6,1,1 
0.36816406, 0.10839844, 0.61279297,1,0,51,6,1,1 
0.4560547, 0.22705078, 0.81347656,1,0,52,6,1,1 
0.34814453, 0.29492188, 0.9394531,1,0,53,6,1,1 
0.29785156, 0.24121094, 0.93847656,1,0,54,6,1,1 
0.16357422, 0.38378906, 1.0336914,1,0,55,6,1,1 
0.12988281, 0.34814453, 1.1782227,1,0,56,6,1,1 
0.10449219, 0.36914062, 1.1323242,1,0,57,6,1,1 
0.055664062, 0.43164062, 1.496582,1,0,58,6,1,1 
0.10986328, 0.6977539, 2.692871,1,0,59,6,1,1 
0.6958008, 2.0742188, 4.7822266,1,0,60,6,1,1 
1.8710938, 3.0966797, 7.4663086,1,0,61,7,1,1 
0.078125, -5.942383, 4.565918,1,0,62,7,1,1 
3.540039, -9.015137, 1.2856445,1,0,63,7,1,1 
7.748535, -2.4760742, 0.8754883,1,0,64,7,1,1 
10.167969, 2.2792969, 2.5498047,1,0,65,7,1,1 
9.358887, 6.007324, 0.6386719,1,0,66,7,1,1 
3.0654297, 2.2543945, 2.7607422,1,0,67,7,1,1 
4.245117, 0.88671875, 2.243164,1,0,68,7,1,1 
5.551758, -0.29882812, 1.3930664,1,0,69,7,1,1 
5.5463867, -0.9277344, 1.2524414,1,0,70,7,1,1 
4.9282227, -1.2827148, 1.2314453,1,0,71,7,1,1 
4.942871, -1.2636719, 0.8925781,1,0,72,7,1,1 
4.6557617, -0.88427734, 0.4404297,1,0,73,7,1,1 
4.876953, -0.25878906, -0.07910156,1,0,74,7,1,1 
4.0634766, 0.1616211, 0.35986328,1,0,75,7,1,1 
3.1762695, 0.15429688, 0.5239258,1,0,76,7,1,1 
2.6044922, -0.07763672, 0.9667969,1,0,77,7,1,1 
2.5073242, -0.12402344, 0.93652344,1,0,78,7,1,1 
2.4511719, 0.1538086, 0.8754883,1,0,79,8,1,1 
1.7607422, 0.037597656, 0.6777344,1,0,80,8,1,1 
0.70703125, 0.21240234, 1.5522461,1,0,81,8,1,1 
-0.14013672, 0.07080078, 1.7788086,1,0,82,8,1,1 
-0.27294922, -0.11328125, 1.4960938,1,0,83,8,1,1 
-0.82177734, 0.73339844, 1.6489258,1,0,84,8,1,1 
-0.8027344, 0.21044922, 1.019043,1,0,85,8,1,1 
-0.7753906, 0.38476562, 0.8310547,1,0,86,8,1,1 
-1.0913086, 0.6772461, 0.7949219,1,0,87,8,1,1 
-1.2133789, 0.58154297, 0.84375,1,0,88,8,1,1 
-0.61865234, 0.2705078, 0.75683594,1,0,89,8,1,1 
-0.87939453, -0.076660156, 0.62158203,1,0,90,8,1,1 
-0.19091797, -0.114746094, 0.796875,1,0,91,8,1,1 
-0.27392578, -0.37060547, 0.77001953,1,0,92,8,1,1 
0.15625, -0.25439453, 0.84814453,1,0,93,8,1,1 
0.15771484, -0.33447266, 0.98095703,1,0,94,8,1,1 
0.18408203, -0.41796875, 0.9692383,1,0,95,8,1,1 
0.2607422, -0.37890625, 1.0927734,1,0,96,8,1,1 
0.28466797, -0.42041016, 1.1523438,1,0,97,9,1,1 
0.31347656, -0.39746094, 1.2836914,1,0,98,9,1,1 
0.34326172, -0.39160156, 1.4741211,1,0,99,9,1,1 
0.33398438, -0.39941406, 1.5078125,1,0,100,9,1,1 
0.2939453, -0.2290039, 1.7363281,1,0,101,9,1,1 
0.47998047, -0.4663086, 2.9697266,1,0,102,9,1,1 
0.95703125, -1.8925781, 7.772461,1,0,103,9,1,1 
0.8046875, 0.83496094, 6.3125,1,0,104,9,1,1 
2.2480469, 7.5546875, 2.5922852,1,0,105,9,1,1 
6.64209, 4.426758, -0.3984375,1,0,106,9,1,1 
6.592285, 1.1069336, 2.2216797,1,0,107,9,1,1 
7.8754883, -2.6699219, 3.019043,1,0,108,9,1,1 
7.493164, -5.338379, 2.0004883,1,0,109,9,1,1 
4.786621, -2.3603516, 2.0170898,1,0,110,9,1,1 
4.055664, -0.14990234, 2.0844727,1,0,111,9,1,1 
5.2299805, 0.8881836, 1.5371094,1,0,112,9,1,1 
4.597168, 1.371582, 1.3769531,1,0,113,9,1,1 
3.9208984, 1.2285156, 1.4228516,1,0,114,9,1,1 
3.3237305, 1.1040039, 1.6674805,1,0,115,10,1,1 
3.8461914, 0.4765625, 1.3393555,1,0,116,10,1,1 
3.583496, 0.13720703, 1.3549805,1,0,117,10,1,1 
3.5517578, -0.2446289, 1.21875,1,0,118,10,1,1 
3.8339844, -0.43066406, 0.6015625,1,0,119,10,1,1 
3.2089844, -0.72314453, 0.5678711,1,0,120,10,1,1 
2.699707, -0.8803711, 0.3310547,1,0,121,10,1,1 
2.3041992, -1.4643555, 0.09033203,1,0,122,10,1,1 
0.63427734, 0.022460938, 2.5839844,1,0,123,10,1,1 
-0.3959961, -0.40039062, 1.5068359,1,0,124,10,1,1 
-0.609375, -1.1884766, 0.8984375,1,0,125,10,1,1 
-0.359375, 0.099609375, 1.3720703,1,0,126,10,1,1 
-0.2915039, 0.6665039, 1.621582,1,0,127,10,1,1 
-0.4453125, 0.16113281, 1.1650391,1,0,128,10,1,1 
-0.5883789, 0.1977539, 1.4355469,1,0,129,10,1,1 
-0.8144531, 0.23730469, 1.4511719,1,0,130,10,1,1 
-0.80078125, 0.10449219, 1.1230469,1,0,131,10,1,1 
-0.5854492, -0.05029297, 0.79589844,1,0,132,10,1,1 
-0.43017578, 0.06591797, 0.78515625,1,0,133,11,1,1 
-0.41308594, 0.3076172, 0.75634766,1,0,134,11,1,1 
0.0063476562, 0.07421875, 0.63183594,1,0,135,11,1,1 
0.053710938, 0.24609375, 0.8100586,1,0,136,11,1,1 
-0.00048828125, 0.21435547, 0.9223633,1,0,137,11,1,1 
-0.14013672, 0.39746094, 0.98535156,1,0,138,11,1,1 
-0.17822266, 0.57128906, 1.1503906,1,0,139,11,1,1 
-0.053222656, 0.5834961, 1.5273438,1,0,140,11,1,1 
0.12988281, 0.82910156, 2.7070312,1,0,141,11,1,1 
0.7270508, 1.7875977, 4.6289062,1,0,142,11,1,1 
1.6318359, 2.1108398, 6.0219727,1,0,143,11,1,1 
0.2368164, -4.618164, 4.060547,1,0,144,11,1,1 
3.0375977, -5.737793, 2.0893555,1,0,145,11,1,1 
8.144531, -2.3061523, 0.7841797,1,0,146,11,1,1 
10.339355, 2.2597656, 1.7084961,1,0,147,11,1,1 
9.160645, 5.0742188, 0.82470703,1,0,148,11,1,1 
3.1831055, 1.4882812, 2.7329102,1,0,149,11,1,1 
3.3486328, 0.8144531, 2.427246,1,0,150,11,1,1 
5.413574, -0.25585938, 1.4819336,1,0,151,12,1,1 
5.258789, -0.76464844, 1.2998047,1,0,152,12,1,1 
5.0112305, -1.2514648, 1.121582,1,0,153,12,1,1 
4.432129, -1.7651367, 1.1245117,1,0,154,12,1,1 
4.32666, -1.3681641, 0.80859375,1,0,155,12,1,1 
4.2211914, -0.8730469, 0.6767578,1,0,156,12,1,1 
3.9770508, -0.42578125, 0.6796875,1,0,157,12,1,1 
3.7944336, -0.15722656, 0.64746094,1,0,158,12,1,1 
3.1811523, -0.13964844, 0.92285156,1,0,159,12,1,1 
2.800293, -0.4555664, 0.9970703,1,0,160,12,1,1 
2.6831055, -0.24414062, 0.91748047,1,0,161,12,1,1 
2.1079102, 0.2680664, 0.9350586,1,0,162,12,1,1 
1.2666016, 0.8076172, 1.0244141,1,0,163,12,1,1 
-0.10107422, 0.171875, 1.4228516,1,0,164,12,1,1 
-0.8276367, 0.22802734, 1.53125,1,0,165,12,1,1 
-0.78271484, -0.125, 1.4013672,1,0,166,12,1,1 
-0.6430664, 0.16259766, 1.3046875,1,0,167,12,1,1 
-1.081543, 0.51123047, 1.3134766,1,0,168,12,1,1 
-0.67578125, 0.18652344, 0.56689453,1,0,169,13,1,1 
-1.0083008, 0.43164062, 0.8339844,1,0,170,13,1,1 
-1.0625, 0.3881836, 0.7060547,1,0,171,13,1,1 
-1.0043945, 0.06298828, 0.6035156,1,0,172,13,1,1 
-0.36083984, -0.10107422, 0.7607422,1,0,173,13,1,1 
-0.4555664, -0.3671875, 0.7207031,1,0,174,13,1,1 
0.07373047, -0.26171875, 0.93408203,1,0,175,13,1,1 
0.3154297, -0.2836914, 0.9692383,1,0,176,13,1,1 
0.3173828, -0.2763672, 1.0981445,1,0,177,13,1,1 
0.4272461, -0.2553711, 1.2441406,1,0,178,13,1,1 
0.31152344, -0.3540039, 1.2451172,1,0,179,13,1,1 
0.296875, -0.3720703, 1.2841797,1,0,180,13,1,1 
0.37353516, -0.30810547, 1.2695312,1,0,181,13,1,1 
0.35205078, -0.23046875, 1.1748047,1,0,182,13,1,1 
0.32128906, -0.15185547, 2.2368164,1,0,183,13,1,1 
0.5541992, -0.98779297, 4.576172,1,0,184,13,1,1 
1.1137695, -2.9379883, 7.6972656,1,0,185,13,1,1 
0.4321289, 4.059082, 2.859375,1,0,186,13,1,1 
5.369629, 8.132324, 0.9003906,1,0,187,14,1,1 
5.770996, 3.230957, 0.27978516,1,0,188,14,1,1 
5.9160156, 0.11230469, 2.953125,1,0,189,14,1,1 
8.952637, -4.645996, 2.5146484,1,0,190,14,1,1 
7.2055664, -5.0249023, 1.3154297,1,0,191,14,1,1 
4.376953, -1.6894531, 2.1884766,1,0,192,14,1,1 
4.6240234, 0.3046875, 2.1176758,1,0,193,14,1,1 
5.284668, 1.2539062, 1.5009766,1,0,194,14,1,1 
4.965332, 1.2636719, 1.0932617,1,0,195,14,1,1 
4.0371094, 1.2060547, 1.3710938,1,0,196,14,1,1 
4.1049805, 0.62646484, 1.3955078,1,0,197,14,1,1 
4.6137695, -0.009765625, 0.68652344,1,0,198,14,1,1 
4.1225586, -0.17480469, 0.90966797,1,0,199,14,1,1 
3.756836, -0.18408203, 0.68408203,1,0,200,14,1,1 
3.7700195, 0.067871094, 0.6088867,1,0,201,14,1,1 
3.2612305, 0.10986328, 0.91748047,1,0,202,14,1,1 
3.1503906, -0.4897461, 0.23144531,1,0,203,14,1,1 
2.6298828, -0.90771484, 0.296875,1,0,204,14,1,1 
0.9926758, 0.053710938, 1.8999023,1,0,205,15,1,1 
-0.37158203, -0.28466797, 1.9248047,1,0,206,15,1,1 
-0.34277344, -0.5991211, 1.6621094,1,0,207,15,1,1 
-0.39648438, -0.016601562, 1.543457,1,0,208,15,1,1 
-0.7060547, -0.4272461, 1.0664062,1,0,209,15,1,1 
-0.71777344, -0.12158203, 1.4111328,1,0,210,15,1,1 
-0.8691406, -0.15332031, 1.4130859,1,0,211,15,1,1 
-1.3100586, -0.171875, 1.2763672,1,0,212,15,1,1 
-1.5068359, 0.09375, 0.96240234,1,0,213,15,1,1 
-1.0810547, 0.15185547, 0.78027344,1,0,214,15,1,1 
-0.48046875, -0.041015625, 0.4477539,1,0,215,15,1,1 
-0.35595703, 0.36669922, 0.5253906,1,0,216,15,1,1 
-0.26660156, 0.45507812, 0.43554688,1,0,217,15,1,1 
0.21875, 0.107910156, 0.39501953,1,0,218,15,1,1 
0.40478516, 0.045410156, 0.59716797,1,0,219,15,1,1 
0.35351562, 0.39257812, 0.89453125,1,0,220,15,1,1 
0.4326172, 0.5732422, 0.96533203,1,0,221,15,1,1 
0.5029297, 0.7084961, 1.1904297,1,0,222,15,1,1 
0.5722656, 0.79052734, 1.2709961,1,0,223,16,1,1 
0.5986328, 0.63378906, 1.3251953,1,0,224,16,1,1 
0.5185547, 0.45214844, 2.1035156,1,0,225,16,1,1 
0.8232422, 1.0498047, 3.6904297,1,0,226,16,1,1 
1.5229492, 2.4550781, 7.186035,1,0,227,16,1,1 
2.2324219, -5.395996, 5.1132812,1,0,228,16,1,1 
1.4384766, -8.65332, 1.1738281,1,0,229,16,1,1 
4.9018555, -1.7626953, 2.1513672,1,0,230,16,1,1 
5.456543, 1.625, 3.3535156,1,0,231,16,1,1 
9.916016, 5.1601562, 2.3398438,1,0,232,16,1,1 
6.8256836, 4.1533203, 1.1557617,1,0,233,16,1,1 
4.319336, 0.8935547, 2.4863281,1,0,234,16,1,1 
4.347168, -0.5732422, 2.3769531,1,0,235,16,1,1 
5.375, -1.3759766, 1.8037109,1,0,236,16,1,1 
5.29834, -1.9116211, 1.359375,1,0,237,16,1,1 
4.258301, -1.5166016, 1.5180664,1,0,238,16,1,1 
4.461914, -1.0273438, 1.125,1,0,239,16,1,1 
4.2001953, -0.40966797, 1.1396484,1,0,240,16,1,1 
3.9506836, -0.107910156, 1.015625,1,0,241,17,1,1 
3.3012695, 0.025390625, 1.2617188,1,0,242,17,1,1 
3.1826172, -0.16845703, 1.1958008,1,0,243,17,1,1 
2.6083984, -0.6533203, 1.4804688,1,0,244,17,1,1 
2.9916992, -0.27929688, 1.1850586,1,0,245,17,1,1 
2.821289, 0.29296875, 0.90771484,1,0,246,17,1,1 
2.4506836, 1.0664062, 0.49560547,1,0,247,17,1,1 
1.4633789, 1.6723633, 1.1577148,1,0,248,17,1,1 
-0.53027344, 0.5361328, 1.7480469,1,0,249,17,1,1 
-1.0019531, -0.6044922, 1.4331055,1,0,250,17,1,1 
-0.6660156, -0.06640625, 1.5307617,1,0,251,17,1,1 
-1.0737305, -0.265625, 1.3569336,1,0,252,17,1,1 
-0.60546875, 0.084472656, 1.2207031,1,0,253,17,1,1 
-0.80810547, 0.41015625, 0.8671875,1,0,254,17,1,1 
-0.80322266, 0.41845703, 0.7631836,1,0,1,17,1,1 
-0.64746094, 0.37548828, 0.6591797,1,0,2,17,1,1 
-0.74658203, 0.1015625, 0.4716797,1,0,3,17,1,1 
-0.41601562, -0.088378906, 0.5395508,1,0,4,17,1,1 
-0.125, -0.24121094, 0.7138672,1,0,5,18,1,1 
-0.057617188, -0.4506836, 0.83935547,1,0,6,18,1,1 
0.037597656, -0.5488281, 0.97021484,1,0,7,18,1,1 
0.040527344, -0.5473633, 1.1337891,1,0,8,18,1,1 
0.12060547, -0.54785156, 1.2568359,1,0,9,18,1,1 
0.122558594, -0.5864258, 1.4985352,1,0,10,18,1,1 
0.11767578, -0.7714844, 1.4736328,1,0,11,18,1,1 
0.106933594, -0.7441406, 1.3271484,1,0,12,18,1,1 
0.087402344, -0.3408203, 2.3129883,1,0,13,18,1,1 
0.3930664, -0.9135742, 4.4628906,1,0,14,18,1,1 
1.1328125, -2.2924805, 7.57959,1,0,15,18,1,1 
0.3310547, 2.9423828, 3.645996,1,0,16,18,1,1 
3.2026367, 6.840332, 1.0146484,1,0,17,18,1,1 
6.7719727, 3.2573242, -1.0805664,1,0,18,18,1,1 
7.8740234, -0.2631836, 2.4541016,1,0,19,18,1,1 
8.164551, -4.0439453, 1.3227539,1,0,20,18,1,1 
5.1870117, -4.1972656, 1.2705078,1,0,21,18,1,1 
3.5844727, -1.3681641, 1.9755859,1,0,22,18,1,1 
4.9487305, 0.4897461, 1.7143555,1,0,23,19,1,1 
5.508301, 1.7822266, 0.8442383,1,0,24,19,1,1 
5.1103516, 1.6113281, 0.7783203,1,0,25,19,1,1 
5.0932617, 1.0620117, 0.6870117,1,0,26,19,1,1 
4.9697266, 0.75146484, 0.47851562,1,0,27,19,1,1 
4.560547, 0.18457031, 0.38427734,1,0,28,19,1,1 
4.246582, -0.11279297, 0.37939453,1,0,29,19,1,1 
3.8725586, 0.024414062, 0.50097656,1,0,30,19,1,1 
3.6074219, 0.34716797, 0.6230469,1,0,31,19,1,1 
3.3603516, 0.34228516, 0.73339844,1,0,32,19,1,1 
3.3862305, -0.044433594, 0.41552734,1,0,33,19,1,1 
2.7607422, -0.3071289, 0.3623047,1,0,34,19,1,1 
1.6982422, -0.0048828125, 1.5727539,1,0,35,19,1,1 
0.39453125, -0.77246094, 1.9208984,1,0,36,19,1,1 
-0.26220703, -0.5708008, 1.7646484,1,0,37,19,1,1 
-0.6376953, -0.4951172, 1.4023438,1,0,38,19,1,1 
-0.6640625, -0.48388672, 1.3828125,1,0,39,19,1,1 
-0.7421875, -0.671875, 0.72753906,1,0,40,19,1,1 
-1.3896484, -0.092285156, 1.4301758,1,0,41,20,1,1 
-1.5556641, 0.05517578, 1.394043,1,0,42,20,1,1 
-1.3139648, 0.09472656, 1.2758789,1,0,43,20,1,1 
-1.03125, 0.14501953, 0.9560547,1,0,44,20,1,1 
-0.5756836, 0.3461914, 0.8754883,1,0,45,20,1,1 
-0.2939453, 0.26904297, 0.6582031,1,0,46,20,1,1 
-0.022949219, 0.39160156, 0.7988281,1,0,47,20,1,1 
0.10449219, 0.39013672, 0.95214844,1,0,48,20,1,1 
0.15820312, 0.31201172, 1.0869141,1,0,49,20,1,1 
0.22021484, 0.28076172, 1.2675781,1,0,50,20,1,1 
0.32763672, 0.26513672, 1.4799805,1,0,51,20,1,1 
0.35107422, 0.32666016, 1.7216797,1,0,52,20,1,1 
0.3046875, 0.21582031, 1.7363281,1,0,53,20,1,1 
0.15576172, 0.13476562, 1.7001953,1,0,54,20,1,1 
0.16748047, 0.34033203, 2.270996,1,0,55,20,1,1 
0.6870117, 1.5932617, 3.5688477,1,0,56,20,1,1 
1.3930664, 3.5634766, 5.9960938,1,0,57,20,1,1 
1.8227539, -1.1450195, 6.0092773,1,0,58,20,1,1 
1.4760742, -8.061523, 3.1577148,1,0,59,21,1,1 
6.991211, -4.4033203, -0.123046875,1,0,60,21,1,1 
7.3686523, 0.8881836, 2.3198242,1,0,61,21,1,1 
9.203125, 4.399414, 1.2929688,1,0,62,21,1,1 
4.861328, 3.6987305, 1.3779297,1,0,63,21,1,1 
4.1757812, 0.82910156, 2.0361328,1,0,64,21,1,1 
5.0981445, -0.29248047, 1.2241211,1,0,65,21,1,1 
5.76416, -0.9243164, 0.94091797,1,0,66,21,1,1 
5.286621, -1.5205078, 0.6376953,1,0,67,21,1,1 
4.871582, -1.1494141, 0.77441406,1,0,68,21,1,1 
4.745117, -0.77685547, 0.7236328,1,0,69,21,1,1 
4.788574, -0.22851562, 0.12011719,1,0,70,21,1,1 
4.3359375, 0.3618164, 0.2421875,1,0,71,21,1,1 
3.4326172, 0.6098633, 0.66259766,1,0,72,21,1,1 
2.6889648, 0.2763672, 0.9345703,1,0,73,21,1,1 
2.4536133, 0.1484375, 1.019043,1,0,74,21,1,1 
2.631836, 0.28320312, 0.8408203,1,0,75,21,1,1 
2.2646484, 0.66259766, 0.8251953,1,0,76,21,1,1 
1.0805664, 0.19726562, 1.3398438,1,0,77,22,1,1 
-0.44335938, -0.25585938, 1.6743164,1,0,78,22,1,1 
-0.57714844, -0.81152344, 1.4550781,1,0,79,22,1,1 
-0.69628906, 0.3383789, 1.6430664,1,0,80,22,1,1 
-1.0507812, 0.057617188, 1.3007812,1,0,81,22,1,1 
-0.9135742, 0.3569336, 0.9277344,1,0,82,22,1,1 
-0.9350586, 0.4819336, 0.9189453,1,0,83,22,1,1 
-0.9550781, 0.38427734, 0.6723633,1,0,84,22,1,1 
-0.7314453, 0.30664062, 0.7475586,1,0,85,22,1,1 
-0.6557617, 0.13427734, 0.6826172,1,0,86,22,1,1 
-0.74658203, -0.20947266, 0.55078125,1,0,87,22,1,1 
-0.0390625, -0.21582031, 0.7558594,1,0,88,22,1,1 
0.04638672, -0.265625, 0.75146484,1,0,89,22,1,1 
0.44921875, -0.2763672, 0.92333984,1,0,90,22,1,1 
0.3203125, -0.47998047, 0.88134766,1,0,91,22,1,1 
0.5, -0.54248047, 1.0400391,1,0,92,22,1,1 
0.49609375, -0.63964844, 1.1201172,1,0,93,22,1,1 
0.6191406, -0.60058594, 1.1191406,1,0,94,22,1,1 
0.55615234, -0.6870117, 1.1264648,1,0,95,23,1,1 
0.4482422, -0.7553711, 1.1118164,1,0,96,23,1,1 
0.38964844, -0.6298828, 0.99853516,1,0,97,23,1,1 
0.6015625, -0.41308594, 3.1333008,1,0,98,23,1,1 
0.7573242, -1.7104492, 7.663086,1,0,99,23,1,1 
1.7163086, -3.1577148, 9.07959,1,0,100,23,1,1 
2.4716797, 10.589844, 1.690918,1,0,101,23,1,1 
6.801758, 5.9848633, -2.503418,1,0,102,23,1,1 
5.022949, 2.1030273, 1.9472656,1,0,103,23,1,1 
7.1445312, -2.1674805, 3.7304688,1,0,104,23,1,1 
8.428711, -6.890625, 2.1435547,1,0,105,23,1,1 
5.4091797, -3.8911133, 1.8696289,1,0,106,23,1,1 
3.822754, -0.24121094, 2.3901367,1,0,107,23,1,1 
4.8271484, 1.1142578, 1.8183594,1,0,108,23,1,1 
5.5498047, 1.8310547, 1.0375977,1,0,109,23,1,1 
4.4057617, 1.3056641, 1.1860352,1,0,110,23,1,1 
3.1015625, 1.2949219, 1.4995117,1,0,111,23,1,1 
3.8110352, 0.5883789, 1.2421875,1,0,112,23,1,1 
3.5908203, 0.017089844, 1.1733398,1,0,113,24,1,1 
3.255371, -0.16992188, 1.2758789,1,0,114,24,1,1 
3.6499023, -0.23291016, 0.8613281,1,0,115,24,1,1 
3.512207, -0.25878906, 0.8515625,1,0,116,24,1,1 
3.0375977, -0.13427734, 0.79589844,1,0,117,24,1,1 
2.9169922, -0.9194336, 0.51708984,1,0,118,24,1,1 
2.6831055, -2.0864258, 0.4189453,1,0,119,24,1,1 
0.98828125, -0.33691406, 1.5698242,1,0,120,24,1,1 
-0.38720703, -0.64941406, 1.7246094,1,0,121,24,1,1 
