x,y,z,interval_no,pause/unpause,data_sample_no,packet_no,App_Interval_no,RunType
2.6254883, -0.35986328, 1.675293,1,0,5,5,1,1 
2.602539, 0.08642578, 1.7919922,1,0,6,5,1,1 
2.4833984, 0.40478516, 1.699707,1,0,7,5,1,1 
1.9599609, 0.4501953, 1.5258789,1,0,8,5,1,1 
1.6279297, 0.5307617, 1.2275391,1,0,9,6,1,1 
1.1977539, 0.54003906, 1.2504883,1,0,10,6,1,1 
0.97509766, 0.453125, 1.1987305,1,0,11,6,1,1 
0.4272461, 0.47509766, 1.2807617,1,0,12,6,1,1 
-0.068359375, 0.50439453, 1.2294922,1,0,13,6,1,1 
-0.6044922, 0.38330078, 1.1162109,1,0,14,6,1,1 
-0.86035156, 0.11376953, 0.79785156,1,0,15,6,1,1 
-1.184082, -0.07421875, 0.87646484,1,0,16,6,1,1 
-1.5185547, -0.2631836, 0.94970703,1,0,17,6,1,1 
-1.8310547, -0.22216797, 0.98583984,1,0,18,6,1,1 
-1.7963867, -0.23095703, 0.8701172,1,0,19,6,1,1 
-1.378418, -0.24707031, 0.8339844,1,0,20,6,1,1 
-1.0131836, -0.045410156, 0.80371094,1,0,21,6,1,1 
-0.74072266, 0.17382812, 1.2685547,1,0,22,6,1,1 
-0.31982422, 0.5053711, 2.5844727,1,0,23,6,1,1 
0.14746094, 0.68115234, 4.3535156,1,0,24,6,1,1 
0.25, 0.4243164, 4.8935547,1,0,25,6,1,1 
0.064941406, -0.34375, 1.9887695,1,0,26,6,1,1 
0.33496094, -1.7963867, 1.5463867,1,0,27,7,1,1 
3.878418, -0.69677734, 4.1938477,1,0,28,7,1,1 
12.328125, 0.8754883, 0.36669922,1,0,29,7,1,1 
10.272949, 0.5385742, 2.7670898,1,0,30,7,1,1 
0.8154297, 0.13134766, 4.4697266,1,0,31,7,1,1 
0.6586914, -0.5048828, 1.2744141,1,0,32,7,1,1 
3.4238281, -1.7714844, 3.3964844,1,0,33,7,1,1 
4.979004, -1.4819336, 3.0795898,1,0,34,7,1,1 
3.0131836, -0.91845703, 2.432129,1,0,35,7,1,1 
3.025879, -0.96191406, 2.4536133,1,0,36,7,1,1 
3.7807617, -0.49658203, 2.5795898,1,0,37,7,1,1 
3.9970703, -0.13330078, 2.1894531,1,0,38,7,1,1 
3.6767578, 0.13183594, 2.0859375,1,0,39,7,1,1 
3.1865234, 0.11621094, 1.9067383,1,0,40,7,1,1 
3.1411133, 0.27392578, 1.7270508,1,0,41,7,1,1 
3.010254, 0.3178711, 1.6645508,1,0,42,7,1,1 
2.7763672, 0.044433594, 1.5991211,1,0,43,7,1,1 
2.6713867, -0.13671875, 1.5009766,1,0,44,7,1,1 
2.4223633, -0.3540039, 1.5117188,1,0,45,8,1,1 
2.074707, -0.5029297, 1.5009766,1,0,46,8,1,1 
1.8491211, -0.671875, 1.4208984,1,0,47,8,1,1 
1.3276367, -0.8725586, 1.3623047,1,0,48,8,1,1 
0.9916992, -0.94873047, 1.2910156,1,0,49,8,1,1 
0.59472656, -0.8095703, 1.2807617,1,0,50,8,1,1 
0.24707031, -0.6850586, 1.1889648,1,0,51,8,1,1 
-0.34326172, -0.52197266, 1.2211914,1,0,52,8,1,1 
-0.7963867, -0.2763672, 1.1142578,1,0,53,8,1,1 
-0.9091797, 0.34472656, 1.0537109,1,0,54,8,1,1 
-1.2109375, 0.6459961, 1.1708984,1,0,55,8,1,1 
-1.4047852, 0.74121094, 0.92871094,1,0,56,8,1,1 
-1.3662109, 0.8046875, 0.9160156,1,0,57,8,1,1 
-1.3051758, 0.6230469, 0.8647461,1,0,58,8,1,1 
-1.0429688, 0.70214844, 0.85302734,1,0,59,8,1,1 
-0.72265625, 0.5419922, 0.96875,1,0,60,8,1,1 
-0.41845703, 0.21679688, 1.3588867,1,0,61,8,1,1 
-0.18359375, -0.4008789, 3.3613281,1,0,62,8,1,1 
0.30078125, -0.7890625, 5.601074,1,0,63,9,1,1 
-0.1328125, -0.5317383, 2.894043,1,0,64,9,1,1 
0.27001953, 1.2675781, 1.6513672,1,0,65,9,1,1 
1.0786133, 1.7563477, 1.6962891,1,0,66,9,1,1 
8.087402, 1.7324219, 4.024414,1,0,67,9,1,1 
10.696289, -1.9584961, 1.9794922,1,0,68,9,1,1 
8.156738, -3.7177734, 4.0214844,1,0,69,9,1,1 
1.2177734, -0.58935547, 3.7871094,1,0,70,9,1,1 
1.6020508, -0.203125, 1.2026367,1,0,71,9,1,1 
4.3930664, 0.8261719, 4.2929688,1,0,72,9,1,1 
3.3793945, -0.2109375, 2.6166992,1,0,73,9,1,1 
2.9291992, 0.47265625, 2.4433594,1,0,74,9,1,1 
3.713379, 0.34423828, 2.5634766,1,0,75,9,1,1 
3.1860352, 0.079589844, 2.0898438,1,0,76,9,1,1 
3.550293, 0.13134766, 2.0498047,1,0,77,9,1,1 
3.6206055, -0.4482422, 2.0083008,1,0,78,9,1,1 
3.2978516, -0.6381836, 1.9316406,1,0,79,9,1,1 
3.2143555, -0.6010742, 1.9384766,1,0,80,9,1,1 
2.833496, -0.7080078, 1.8349609,1,0,81,10,1,1 
2.6206055, -0.59228516, 1.581543,1,0,82,10,1,1 
2.7314453, -0.20214844, 1.7265625,1,0,83,10,1,1 
2.7822266, 0.14013672, 1.7558594,1,0,84,10,1,1 
2.6259766, 0.47070312, 1.7045898,1,0,85,10,1,1 
2.3139648, 0.5522461, 1.4316406,1,0,86,10,1,1 
1.6557617, 0.4921875, 1.2797852,1,0,87,10,1,1 
1.2885742, 0.4873047, 1.4179688,1,0,88,10,1,1 
0.96728516, 0.421875, 1.2490234,1,0,89,10,1,1 
0.42236328, 0.4116211, 1.3017578,1,0,90,10,1,1 
0.049316406, 0.47607422, 1.3061523,1,0,91,10,1,1 
-0.47265625, 0.15039062, 1.0473633,1,0,92,10,1,1 
-0.9033203, -0.053710938, 0.9350586,1,0,93,10,1,1 
-1.1733398, -0.106933594, 0.90185547,1,0,94,10,1,1 
-1.5244141, -0.107421875, 0.9760742,1,0,95,10,1,1 
-1.7387695, -0.10595703, 0.97509766,1,0,96,10,1,1 
-1.7358398, -0.22802734, 0.84521484,1,0,97,10,1,1 
-1.4023438, -0.24609375, 0.9067383,1,0,98,10,1,1 
-1.015625, -0.09326172, 1.1860352,1,0,99,11,1,1 
-0.66308594, 0.01171875, 1.6020508,1,0,100,11,1,1 
-0.22363281, 0.6020508, 2.6435547,1,0,101,11,1,1 
-0.08984375, 0.78564453, 4.4492188,1,0,102,11,1,1 
0.06933594, 0.39404297, 4.421875,1,0,103,11,1,1 
0.33642578, -0.6586914, 2.0644531,1,0,104,11,1,1 
0.5673828, -1.7436523, 2.413086,1,0,105,11,1,1 
7.7182617, -1.6118164, 3.6416016,1,0,106,11,1,1 
15.999512, -0.37158203, 2.7036133,1,0,107,11,1,1 
5.7089844, 0.39257812, 2.9941406,1,0,108,11,1,1 
0.5004883, 0.21289062, 2.6274414,1,0,109,11,1,1 
0.8310547, -0.5620117, 1.6552734,1,0,110,11,1,1 
4.680176, -0.99121094, 4.54834,1,0,111,11,1,1 
3.8203125, -0.84521484, 2.942871,1,0,112,11,1,1 
2.5253906, -0.71728516, 2.2246094,1,0,113,11,1,1 
3.1499023, -0.7939453, 2.8603516,1,0,114,11,1,1 
3.713379, -0.30517578, 2.4536133,1,0,115,11,1,1 
3.850586, 0.13330078, 2.0742188,1,0,116,11,1,1 
3.5009766, 0.37402344, 2.0830078,1,0,117,12,1,1 
2.9868164, 0.4970703, 1.7744141,1,0,118,12,1,1 
2.8149414, 0.56347656, 1.7192383,1,0,119,12,1,1 
2.7714844, 0.5136719, 1.6367188,1,0,120,12,1,1 
2.4956055, 0.37939453, 1.5424805,1,0,121,12,1,1 
2.3413086, 0.052734375, 1.4946289,1,0,122,12,1,1 
2.284668, -0.21728516, 1.5302734,1,0,123,12,1,1 
1.9741211, -0.50683594, 1.4501953,1,0,124,12,1,1 
1.7329102, -0.76171875, 1.2978516,1,0,125,12,1,1 
1.1191406, -0.95214844, 1.1459961,1,0,126,12,1,1 
0.890625, -1.081543, 1.2001953,1,0,127,12,1,1 
0.5732422, -1.1020508, 1.2436523,1,0,128,12,1,1 
0.09082031, -0.95996094, 1.1123047,1,0,129,12,1,1 
-0.3100586, -0.5473633, 1.0927734,1,0,130,12,1,1 
-0.42041016, 0.11035156, 1.2685547,1,0,131,12,1,1 
-0.7685547, 0.3857422, 1.347168,1,0,132,12,1,1 
-1.2412109, 0.65478516, 1.0625,1,0,133,12,1,1 
-1.4692383, 0.6953125, 0.86035156,1,0,134,12,1,1 
-1.5546875, 0.62402344, 0.96875,1,0,135,13,1,1 
-1.2919922, 0.7138672, 0.93359375,1,0,136,13,1,1 
-1.0043945, 0.81640625, 0.81689453,1,0,137,13,1,1 
-0.796875, 0.5078125, 0.7578125,1,0,138,13,1,1 
-0.5966797, 0.15234375, 1.1855469,1,0,139,13,1,1 
-0.16845703, -0.4765625, 3.4672852,1,0,140,13,1,1 
0.5908203, -1.0922852, 6.029785,1,0,141,13,1,1 
0.25195312, -0.69677734, 3.8466797,1,0,142,13,1,1 
0.084472656, 1.3774414, 1.5400391,1,0,143,13,1,1 
0.48486328, 2.8041992, 1.7231445,1,0,144,13,1,1 
9.715332, 2.510254, 2.9960938,1,0,145,13,1,1 
10.935547, -2.8413086, 1.2944336,1,0,146,13,1,1 
5.26416, -3.8867188, 4.1259766,1,0,147,13,1,1 
1.0473633, -0.62402344, 3.3007812,1,0,148,13,1,1 
1.5703125, -0.64404297, 1.3608398,1,0,149,13,1,1 
3.9780273, 1.0654297, 4.1469727,1,0,150,13,1,1 
3.975586, -0.1015625, 2.8222656,1,0,151,13,1,1 
3.0175781, 0.4580078, 2.239746,1,0,152,13,1,1 
3.6118164, 0.5498047, 2.5683594,1,0,153,14,1,1 
3.8833008, 0.3100586, 2.2607422,1,0,154,14,1,1 
3.3496094, 0.09472656, 2.0410156,1,0,155,14,1,1 
3.527832, -0.26904297, 2.1533203,1,0,156,14,1,1 
3.6489258, -0.6298828, 2.0024414,1,0,157,14,1,1 
3.196289, -0.68408203, 1.9291992,1,0,158,14,1,1 
3.0576172, -0.70458984, 1.7407227,1,0,159,14,1,1 
2.913086, -0.5883789, 1.7260742,1,0,160,14,1,1 
2.6132812, -0.43896484, 1.6142578,1,0,161,14,1,1 
2.5605469, -0.051757812, 1.6958008,1,0,162,14,1,1 
2.5927734, 0.26123047, 1.7514648,1,0,163,14,1,1 
2.209961, 0.40820312, 1.4384766,1,0,164,14,1,1 
1.8032227, 0.6513672, 1.206543,1,0,165,14,1,1 
1.3964844, 0.6352539, 1.3647461,1,0,166,14,1,1 
1.1538086, 0.6411133, 1.3554688,1,0,167,14,1,1 
0.59033203, 0.5126953, 1.2163086,1,0,168,14,1,1 
0.22167969, 0.3647461, 1.168457,1,0,169,14,1,1 
-0.2602539, 0.15039062, 1.0732422,1,0,170,14,1,1 
-0.6328125, 0.08105469, 1.0957031,1,0,171,15,1,1 
-1.019043, -0.0546875, 1.0664062,1,0,172,15,1,1 
-1.4863281, -0.14160156, 1.1162109,1,0,173,15,1,1 
-1.8100586, -0.15576172, 1.0253906,1,0,174,15,1,1 
-1.9038086, -0.29296875, 0.88720703,1,0,175,15,1,1 
-1.4609375, -0.3149414, 0.7475586,1,0,176,15,1,1 
-0.96533203, -0.09277344, 1.0874023,1,0,177,15,1,1 
-0.6401367, 0.26123047, 1.2460938,1,0,178,15,1,1 
-0.64941406, 0.6567383, 1.7944336,1,0,179,15,1,1 
-0.45410156, 0.36132812, 3.3066406,1,0,180,15,1,1 
0.88964844, 0.76660156, 5.751465,1,0,181,15,1,1 
-0.31640625, 0.38623047, 3.3535156,1,0,182,15,1,1 
0.25341797, -1.7705078, 1.7548828,1,0,183,15,1,1 
2.894043, -2.4829102, 3.3203125,1,0,184,15,1,1 
9.865723, -0.79003906, -0.030273438,1,0,185,15,1,1 
11.986328, 1.2973633, 4.9345703,1,0,186,15,1,1 
2.2827148, 0.875, 3.7797852,1,0,187,15,1,1 
1.2407227, -0.0146484375, 1.0175781,1,0,188,15,1,1 
2.5092773, -0.79052734, 3.7080078,1,0,189,16,1,1 
4.5288086, -1.3374023, 3.0332031,1,0,190,16,1,1 
3.182129, -0.47021484, 2.4248047,1,0,191,16,1,1 
3.4487305, -0.87646484, 2.7128906,1,0,192,16,1,1 
3.427246, -0.28808594, 2.4482422,1,0,193,16,1,1 
3.3984375, -0.024902344, 2.1240234,1,0,194,16,1,1 
3.8774414, 0.1303711, 2.131836,1,0,195,16,1,1 
3.5629883, 0.39013672, 1.9453125,1,0,196,16,1,1 
3.024414, 0.578125, 1.6572266,1,0,197,16,1,1 
2.75, 0.6845703, 1.6538086,1,0,198,16,1,1 
2.6401367, 0.5307617, 1.6274414,1,0,199,16,1,1 
2.4765625, 0.2578125, 1.5605469,1,0,200,16,1,1 
2.4350586, -0.20751953, 1.4716797,1,0,201,16,1,1 
2.0058594, -0.4501953, 1.4550781,1,0,202,16,1,1 
1.6669922, -0.61865234, 1.3574219,1,0,203,16,1,1 
1.4428711, -0.7993164, 1.3115234,1,0,204,16,1,1 
1.0361328, -0.90185547, 1.2387695,1,0,205,16,1,1 
0.7084961, -0.9946289, 1.2011719,1,0,206,16,1,1 
0.37548828, -1.0595703, 1.0791016,1,0,207,17,1,1 
-0.32714844, -0.8154297, 1.0830078,1,0,208,17,1,1 
-0.57910156, -0.3642578, 0.94384766,1,0,209,17,1,1 
-0.7001953, 0.18310547, 1.1601562,1,0,210,17,1,1 
-1.1435547, 0.33691406, 1.1816406,1,0,211,17,1,1 
-1.3198242, 0.57373047, 0.99316406,1,0,212,17,1,1 
-1.4975586, 0.7163086, 1.0371094,1,0,213,17,1,1 
-1.4599609, 0.6591797, 1.0263672,1,0,214,17,1,1 
-1.2446289, 0.8378906, 0.8930664,1,0,215,17,1,1 
-1.0351562, 0.69140625, 0.8696289,1,0,216,17,1,1 
-0.67822266, 0.3491211, 0.9995117,1,0,217,17,1,1 
-0.3461914, -0.068359375, 1.5561523,1,0,218,17,1,1 
-0.036621094, -0.6567383, 4.116211,1,0,219,17,1,1 
0.5727539, -1.0957031, 5.1064453,1,0,220,17,1,1 
0.25976562, -0.30566406, 2.7324219,1,0,221,17,1,1 
0.3647461, 1.6079102, 1.7109375,1,0,222,17,1,1 
1.7436523, 1.9780273, 2.621582,1,0,223,17,1,1 
9.536133, 0.4453125, 1.9169922,1,0,224,17,1,1 
14.255859, -3.7382812, 3.4941406,1,0,225,18,1,1 
2.791504, -2.0307617, 4.138672,1,0,226,18,1,1 
0.81884766, -0.21923828, 1.9116211,1,0,227,18,1,1 
3.0302734, 0.49316406, 3.3325195,1,0,228,18,1,1 
4.5195312, 0.21484375, 3.0302734,1,0,229,18,1,1 
3.059082, 0.2211914, 2.699707,1,0,230,18,1,1 
3.3676758, 0.41455078, 2.4829102,1,0,231,18,1,1 
3.911621, 0.07470703, 2.461914,1,0,232,18,1,1 
3.868164, 0.16113281, 2.1098633,1,0,233,18,1,1 
3.7749023, -0.23095703, 1.9814453,1,0,234,18,1,1 
3.7661133, -0.49169922, 2.0200195,1,0,235,18,1,1 
3.6411133, -0.7753906, 1.8442383,1,0,236,18,1,1 
3.2524414, -0.81396484, 1.7905273,1,0,237,18,1,1 
2.90625, -0.9536133, 1.7211914,1,0,238,18,1,1 
2.6259766, -0.7504883, 1.684082,1,0,239,18,1,1 
2.5786133, -0.45996094, 1.6538086,1,0,240,18,1,1 
2.7373047, 0.109375, 1.84375,1,0,241,18,1,1 
2.5581055, 0.28466797, 1.7768555,1,0,242,18,1,1 
2.1264648, 0.5058594, 1.5463867,1,0,243,19,1,1 
1.5712891, 0.57421875, 1.6298828,1,0,244,19,1,1 
1.2602539, 0.66796875, 1.5546875,1,0,245,19,1,1 
0.79345703, 0.55566406, 1.2924805,1,0,246,19,1,1 
0.37597656, 0.47705078, 1.2324219,1,0,247,19,1,1 
-0.005859375, 0.44677734, 1.3613281,1,0,248,19,1,1 
-0.40234375, 0.20458984, 1.2480469,1,0,249,19,1,1 
-0.83935547, -0.043945312, 0.97802734,1,0,250,19,1,1 
-1.3178711, -0.2241211, 0.75439453,1,0,251,19,1,1 
-1.6972656, -0.33984375, 0.84472656,1,0,252,19,1,1 
-1.8081055, -0.30322266, 0.9086914,1,0,253,19,1,1 
-1.9189453, 0.009765625, 1.0322266,1,0,254,19,1,1 
-1.5727539, 0.21044922, 0.77441406,1,0,1,19,1,1 
-1.0961914, 0.23925781, 0.75341797,1,0,2,19,1,1 
-0.95458984, 0.78515625, 1.0068359,1,0,3,19,1,1 
-1.0595703, -0.19189453, 1.6196289,1,0,4,19,1,1 
0.50097656, 0.45214844, 4.539551,1,0,5,19,1,1 
0.9370117, 1.0209961, 5.2163086,1,0,6,19,1,1 
0.025390625, 0.31201172, 2.4301758,1,0,7,20,1,1 
-0.0073242188, -1.7280273, 1.7802734,1,0,8,20,1,1 
5.71875, -1.4438477, 5.4350586,1,0,9,20,1,1 
12.558105, 0.2734375, 0.14013672,1,0,10,20,1,1 
7.9819336, 0.04345703, 3.1166992,1,0,11,20,1,1 
0.8623047, 0.095214844, 2.9936523,1,0,12,20,1,1 
0.9741211, -0.49023438, 2.1791992,1,0,13,20,1,1 
3.9663086, -1.2319336, 3.8623047,1,0,14,20,1,1 
4.135742, -1.1142578, 2.7250977,1,0,15,20,1,1 
3.1469727, -0.8510742, 2.5107422,1,0,16,20,1,1 
3.552246, -0.8354492, 2.6733398,1,0,17,20,1,1 
4.03125, -0.4111328, 2.3242188,1,0,18,20,1,1 
3.9111328, -0.12011719, 2.215332,1,0,19,20,1,1 
3.6728516, 0.115234375, 2.0776367,1,0,20,20,1,1 
3.5004883, 0.34765625, 1.8764648,1,0,21,20,1,1 
3.340332, 0.39501953, 1.8369141,1,0,22,20,1,1 
3.0761719, 0.39453125, 1.7207031,1,0,23,20,1,1 
2.665039, 0.25634766, 1.6879883,1,0,24,20,1,1 
2.4316406, 0.020996094, 1.6586914,1,0,25,21,1,1 
2.2460938, -0.25146484, 1.5327148,1,0,26,21,1,1 
1.9975586, -0.4970703, 1.4897461,1,0,27,21,1,1 
1.6455078, -0.73583984, 1.4101562,1,0,28,21,1,1 
1.2807617, -0.97216797, 1.2753906,1,0,29,21,1,1 
0.8803711, -0.9975586, 1.2680664,1,0,30,21,1,1 
0.47070312, -0.9291992, 1.3007812,1,0,31,21,1,1 
0.021972656, -0.8364258, 1.1826172,1,0,32,21,1,1 
-0.56396484, -0.5239258, 1.1254883,1,0,33,21,1,1 
-0.70654297, -0.023925781, 1.2114258,1,0,34,21,1,1 
-1.0991211, 0.31640625, 1.2685547,1,0,35,21,1,1 
-1.4980469, 0.5488281, 0.92041016,1,0,36,21,1,1 
-1.7563477, 0.88916016, 0.90234375,1,0,37,21,1,1 
-1.6645508, 0.8930664, 0.8569336,1,0,38,21,1,1 
-1.3496094, 0.75341797, 0.7714844,1,0,39,21,1,1 
-1.0405273, 0.73339844, 0.7734375,1,0,40,21,1,1 
-0.6928711, 0.36621094, 0.99609375,1,0,41,21,1,1 
-0.38916016, -0.068359375, 1.4584961,1,0,42,21,1,1 
-0.044433594, -0.85546875, 4.0410156,1,0,43,22,1,1 
0.55371094, -1.0541992, 5.563965,1,0,44,22,1,1 
0.1352539, -0.64941406, 2.6948242,1,0,45,22,1,1 
-0.07763672, 1.3203125, 1.6953125,1,0,46,22,1,1 
0.640625, 1.5595703, 2.0810547,1,0,47,22,1,1 
10.748535, 1.4213867, 2.4453125,1,0,48,22,1,1 
15.478027, -3.4521484, 1.1772461,1,0,49,22,1,1 
2.434082, -2.0307617, 5.810547,1,0,50,22,1,1 
0.59814453, -0.20117188, 1.6884766,1,0,51,22,1,1 
1.9584961, 0.36621094, 2.0722656,1,0,52,22,1,1 
4.819824, 0.73095703, 3.9355469,1,0,53,22,1,1 
3.3574219, 0.0126953125, 2.6572266,1,0,54,22,1,1 
2.9604492, 0.56152344, 2.145996,1,0,55,22,1,1 
3.7426758, 0.17529297, 2.6455078,1,0,56,22,1,1 
3.8203125, 0.029785156, 2.1933594,1,0,57,22,1,1 
3.3896484, -0.17919922, 1.96875,1,0,58,22,1,1 
3.5527344, -0.5126953, 1.996582,1,0,59,22,1,1 
3.3925781, -0.6689453, 2.0292969,1,0,60,22,1,1 
3.144043, -0.90966797, 1.9125977,1,0,61,23,1,1 
2.5283203, -0.84033203, 1.6445312,1,0,62,23,1,1 
2.3652344, -0.5493164, 1.7163086,1,0,63,23,1,1 
2.6733398, -0.1484375, 1.8637695,1,0,64,23,1,1 
2.5634766, 0.17138672, 1.9204102,1,0,65,23,1,1 
2.2055664, 0.48046875, 1.3896484,1,0,66,23,1,1 
1.9165039, 0.5488281, 1.3115234,1,0,67,23,1,1 
1.5043945, 0.6503906, 1.3964844,1,0,68,23,1,1 
1.0585938, 0.64208984, 1.1381836,1,0,69,23,1,1 
0.5419922, 0.5307617, 1.1098633,1,0,70,23,1,1 
0.28955078, 0.62060547, 1.2753906,1,0,71,23,1,1 
-0.18310547, 0.4086914, 1.3183594,1,0,72,23,1,1 
-0.7651367, 0.14648438, 1.1396484,1,0,73,23,1,1 
-0.9423828, -0.26220703, 0.9057617,1,0,74,23,1,1 
-1.296875, -0.2783203, 1.1601562,1,0,75,23,1,1 
-1.7373047, -0.24853516, 1.1801758,1,0,76,23,1,1 
-1.9165039, -0.16503906, 1.1787109,1,0,77,23,1,1 
-1.7636719, -0.21142578, 0.9169922,1,0,78,23,1,1 
-1.3378906, -0.17773438, 0.75634766,1,0,79,24,1,1 
-0.9863281, 0.044921875, 0.91552734,1,0,80,24,1,1 
-0.7866211, 0.18310547, 1.512207,1,0,81,24,1,1 
-0.11328125, 0.6166992, 3.2558594,1,0,82,24,1,1 
0.5834961, 0.99560547, 5.739746,1,0,83,24,1,1 
0.19580078, 0.9213867, 3.9545898,1,0,84,24,1,1 
0.01171875, -1.5664062, 1.4223633,1,0,85,24,1,1 
0.46972656, -1.909668, 2.5141602,1,0,86,24,1,1 
